activity_id,customer_id,activity_timestamp,activity_type,device_id,ip_address
A00133201,C01678,2026-06-02 21:39:56,Login,D008503,IP002093
A00133202,C07437,2025-09-09 00:59:06,Search,D000166,IP006966
A00133203,C07460,2025-12-14 17:02:34,Wishlist,D009115,IP005178
A00133204,C07752,2025-03-12 19:40:46,Search,D009352,IP001550
A00133205,C04964,2025-01-09 06:16:24,Login,D007261,IP006520
A00133206,C02819,2025-07-17 11:36:19,Add to Cart,D004157,IP000028
A00133207,C01378,2025-01-05 01:53:15,Search,D005995,IP002089
A00133208,C05095,2026-08-01 08:24:33,Wishlist,D001477,IP003821
A00133209,C00817,2025-09-28 15:20:39,Search,D003065,IP001250
A00133210,C04986,2026-07-27 21:44:01,Product View,D008481,IP001326
A00133211,C03459,2026-08-02 14:29:08,Login,D002902,IP002904
A00133212,C03284,2025-12-20 04:27:30,Login,D001654,IP003421
A00133213,C01124,2025-05-27 21:16:53,Product View,D006370,IP002151
A00133214,C06395,2025-11-12 00:04:39,Login,D000274,IP001690
A00133215,C00075,2025-11-29 15:22:15,Product View,D009232,IP003051
A00133216,C03340,2025-06-07 05:44:58,Checkout,D001677,IP004473
A00133217,C04932,2025-04-23 12:09:15,Wishlist,D008177,IP003665
A00133218,C03369,2026-03-19 06:43:38,Login,D004286,IP001985
A00133219,C03850,2025-10-02 06:32:57,Product View,D004497,IP004145
A00133220,C00860,2026-07-05 13:59:53,Product View,D009815,IP005344
A00133221,C03444,2025-03-20 05:27:17,Checkout,D002566,IP004043
A00133222,C04997,2025-11-30 20:55:48,Search,D004397,IP003520
A00133223,C04192,2025-03-20 01:35:17,Login,D009095,IP000887
A00133224,C06729,2025-03-12 04:43:18,Wishlist,D005753,IP002610
A00133225,C07627,2026-06-27 02:22:42,Product View,D006264,IP006525
A00133226,C04984,2025-09-13 15:43:43,Login,D009411,IP004292
A00133227,C06423,2025-05-07 18:25:15,Wishlist,D005963,IP000468
A00133228,C07862,2026-03-31 10:20:30,Add to Cart,D001528,IP004625
A00133229,C01790,2026-06-19 19:24:24,Product View,D003968,IP002798
A00133230,C03929,2026-03-05 22:52:29,Add to Cart,D003134,IP003947
A00133231,C07082,2026-01-08 04:15:20,Product View,D003986,IP002461
A00133232,C04585,2026-01-01 08:58:26,Search,D000018,IP006279
A00133233,C07470,2026-02-28 04:28:21,Search,D008972,IP001272
A00133234,C04404,2026-02-09 04:43:33,Login,D002008,IP005577
A00133235,C05288,2025-01-31 16:57:02,Login,D000582,IP000272
A00133236,C00042,2026-05-28 11:36:26,Add to Cart,D001547,IP004804
A00133237,C01176,2025-07-04 19:23:35,Product View,D007772,IP002288
A00133238,C00858,2025-07-27 08:30:59,Search,D003251,IP002185
A00133239,C00168,2026-01-19 11:54:10,Product View,D008928,IP002632
A00133240,C00703,2026-03-29 13:34:41,Checkout,D001485,IP002058
A00133241,C02446,2025-07-09 13:47:52,Add to Cart,D001245,IP003183
A00133242,C05180,2025-12-11 00:45:19,Wishlist,D006020,IP004574
A00133243,C06032,2025-12-07 17:14:04,Checkout,D003015,IP004829
A00133244,C03264,2026-06-01 16:10:36,Search,D006320,IP000455
A00133245,C04423,2026-01-17 18:22:44,Product View,D007487,IP000936
A00133246,C03781,2025-03-21 22:27:09,Add to Cart,D002749,IP006903
A00133247,C03601,2026-04-23 13:45:00,Login,D003334,IP001760
A00133248,C07010,2025-05-04 01:46:52,Product View,D002845,IP006329
A00133249,C03839,2025-10-21 03:15:17,Wishlist,D008289,IP002560
A00133250,C00976,2025-01-01 23:21:03,Product View,D002537,IP006922
A00133251,C03353,2025-12-10 08:46:43,Checkout,D006790,IP006729
A00133252,C05199,2025-08-25 01:59:47,Wishlist,D003856,IP003453
A00133253,C07245,2026-06-27 10:15:00,Login,D009367,IP002419
A00133254,C07270,2025-08-16 13:22:22,Product View,D006234,IP002302
A00133255,C04550,2025-03-30 08:35:39,Search,D003970,IP005309
A00133256,C06863,2025-11-23 09:49:42,Search,D002134,IP004148
A00133257,C03544,2026-06-29 00:42:21,Checkout,D002009,IP003024
A00133258,C01860,2025-07-31 07:07:54,Search,D008954,IP006473
A00133259,C07622,2025-10-24 09:04:02,Add to Cart,D001710,IP006435
A00133260,C01674,2025-05-02 01:11:48,Product View,D003065,IP006700
A00133261,C00513,2025-06-10 23:47:39,Search,D003969,IP005978
A00133262,C06739,2026-07-11 08:42:12,Search,D006582,IP005825
A00133263,C01176,2026-03-26 21:47:34,Login,D007772,IP002288
A00133264,C01417,2026-05-18 05:31:10,Add to Cart,D008521,IP006080
A00133265,C06271,2026-04-04 09:16:25,Product View,D008502,IP003715
A00133266,C02342,2026-08-07 06:53:09,Checkout,D005483,IP004658
A00133267,C05750,2026-04-16 07:36:26,Login,D005249,IP002730
A00133268,C04039,2025-05-06 16:54:52,Add to Cart,D003052,IP006327
A00133269,C00131,2025-11-07 20:06:42,Checkout,D003265,IP002666
A00133270,C07595,2026-04-01 06:46:13,Checkout,D008390,IP000359
A00133271,C01684,2025-05-03 13:29:41,Login,D000653,IP003888
A00133272,C06740,2026-07-11 18:56:26,Product View,D007276,IP004774
A00133273,C01879,2025-11-24 22:29:17,Login,D000958,IP005328
A00133274,C01028,2026-06-21 02:46:19,Add to Cart,D006109,IP005483
A00133275,C04238,2025-09-07 02:34:03,Checkout,D009872,IP003087
A00133276,C00057,2025-07-13 02:27:14,Search,D009191,IP000037
A00133277,C06689,2025-08-29 08:54:05,Login,D006735,IP005070
A00133278,C06920,2025-09-01 04:07:22,Wishlist,D001902,IP004659
A00133279,C06183,2025-09-11 18:03:35,Wishlist,D006248,IP000137
A00133280,C05512,2026-03-11 18:21:38,Login,D005619,IP001255
A00133281,C03597,2025-02-06 10:01:54,Login,D005622,IP003340
A00133282,C07984,2025-04-17 14:34:57,Add to Cart,D003818,IP002193
A00133283,C06662,2026-07-24 03:30:25,Add to Cart,D009850,IP002758
A00133284,C05117,2025-03-05 11:11:59,Product View,D005261,IP006045
A00133285,C01803,2025-09-14 08:36:14,Product View,D001970,IP006954
A00133286,C06083,2025-02-27 03:05:00,Product View,D003716,IP003776
A00133287,C01545,2025-05-17 03:07:10,Product View,D003420,IP004101
A00133288,C00880,2026-03-29 12:18:28,Wishlist,D002404,IP003690
A00133289,C00119,2025-01-12 04:30:17,Search,D005211,IP006707
A00133290,C07970,2025-04-18 07:22:58,Search,D009098,IP006032
A00133291,C00935,2026-07-16 09:37:10,Login,D006311,IP004645
A00133292,C00779,2025-02-17 04:44:19,Product View,D004223,IP000924
A00133293,C01673,2026-04-28 10:17:48,Checkout,D008461,IP000186
A00133294,C03649,2025-10-16 04:03:49,Login,D009587,IP004588
A00133295,C05909,2025-09-23 02:13:01,Checkout,D000558,IP002545
A00133296,C07998,2026-03-08 17:03:22,Search,D002502,IP002297
A00133297,C05827,2025-09-07 16:48:09,Product View,D009713,IP006669
A00133298,C04095,2025-07-13 23:45:29,Product View,D002499,IP003647
A00133299,C01217,2025-01-13 18:12:46,Add to Cart,D008210,IP000168
A00133300,C07742,2025-10-20 21:45:34,Product View,D006402,IP000663
A00133301,C07285,2025-07-21 11:27:41,Add to Cart,D009473,IP000613
A00133302,C01972,2026-03-29 03:19:05,Product View,D001080,IP001186
A00133303,C01988,2025-12-17 20:39:07,Search,D007634,IP005795
A00133304,C01265,2026-04-25 02:15:05,Wishlist,D007347,IP000833
A00133305,C01081,2025-02-08 22:45:14,Product View,D007269,IP003006
A00133306,C00565,2026-07-08 02:49:08,Wishlist,D001661,IP006919
A00133307,C04799,2025-12-20 05:35:18,Product View,D009839,IP003057
A00133308,C03136,2025-02-14 01:55:24,Product View,D004692,IP005619
A00133309,C03757,2025-07-19 21:38:47,Product View,D005377,IP000739
A00133310,C05610,2025-09-26 23:26:47,Login,D000791,IP006830
A00133311,C03352,2026-08-06 20:38:10,Add to Cart,D002513,IP002023
A00133312,C04821,2025-06-16 02:53:17,Login,D000230,IP006373
A00133313,C00645,2025-12-25 22:00:05,Wishlist,D001196,IP001458
A00133314,C01598,2026-02-18 13:11:12,Search,D003808,IP003649
A00133315,C07265,2025-10-23 19:39:32,Search,D005543,IP000603
A00133316,C04246,2026-05-28 14:10:11,Search,D001318,IP006041
A00133317,C04448,2026-06-20 11:11:05,Checkout,D004237,IP000495
A00133318,C04036,2026-06-17 07:58:58,Product View,D006041,IP004521
A00133319,C06211,2025-06-10 00:55:53,Checkout,D003236,IP001924
A00133320,C03696,2026-02-04 03:44:12,Search,D000942,IP000457
A00133321,C02889,2025-09-09 00:06:31,Checkout,D005456,IP005390
A00133322,C02567,2025-05-02 07:37:19,Search,D002109,IP002852
A00133323,C05859,2026-01-11 01:23:17,Add to Cart,D000199,IP003026
A00133324,C05834,2025-03-06 00:08:31,Search,D006259,IP000959
A00133325,C06749,2025-07-18 16:18:40,Login,D007354,IP001563
A00133326,C02110,2025-01-08 09:01:42,Product View,D003497,IP006855
A00133327,C01326,2026-07-10 06:16:41,Product View,D005812,IP006571
A00133328,C01215,2026-08-11 15:01:40,Checkout,D007035,IP005045
A00133329,C01628,2025-10-26 03:19:24,Add to Cart,D007655,IP001987
A00133330,C02264,2026-07-06 22:02:07,Product View,D002492,IP003607
A00133331,C07527,2025-10-10 09:33:59,Product View,D004701,IP006084
A00133332,C03074,2025-04-12 14:09:50,Login,D007003,IP001882
A00133333,C05433,2026-01-26 16:34:24,Product View,D003089,IP000552
A00133334,C07518,2026-04-06 15:31:39,Checkout,D008815,IP001355
A00133335,C07397,2025-04-30 13:18:35,Search,D004651,IP002195
A00133336,C07624,2026-04-13 16:47:16,Checkout,D005434,IP003518
A00133337,C00949,2026-03-07 01:57:27,Product View,D008837,IP003064
A00133338,C02833,2026-08-02 19:07:01,Product View,D004386,IP006590
A00133339,C07273,2025-07-07 11:06:20,Search,D004726,IP000002
A00133340,C07110,2025-12-04 12:38:00,Product View,D003510,IP006912
A00133341,C07987,2025-12-13 11:58:52,Add to Cart,D009746,IP006621
A00133342,C05809,2025-10-25 21:47:46,Checkout,D000941,IP004976
A00133343,C02927,2026-04-28 13:19:44,Checkout,D007450,IP000707
A00133344,C02384,2025-05-14 06:18:41,Login,D008922,IP006730
A00133345,C06628,2026-03-02 23:55:20,Login,D007151,IP005696
A00133346,C06495,2026-06-21 14:39:10,Checkout,D008678,IP004210
A00133347,C04996,2026-01-28 15:56:27,Wishlist,D003089,IP004890
A00133348,C06173,2025-06-03 15:47:47,Product View,D003354,IP001389
A00133349,C01180,2025-09-20 08:51:50,Product View,D001632,IP003191
A00133350,C01877,2025-11-20 06:16:57,Product View,D004503,IP005670
A00133351,C05513,2025-09-14 09:20:18,Search,D001160,IP001527
A00133352,C02727,2025-05-07 13:37:57,Product View,D007981,IP002119
A00133353,C07084,2025-10-13 16:49:44,Search,D007116,IP002888
A00133354,C05584,2025-07-24 21:51:30,Wishlist,D009736,IP002918
A00133355,C01800,2025-01-08 18:12:58,Product View,D000430,IP000672
A00133356,C06333,2025-07-14 10:27:23,Checkout,D008324,IP003132
A00133357,C06271,2025-04-20 21:16:27,Login,D008502,IP003715
A00133358,C02836,2025-08-20 16:41:12,Login,D004595,IP004495
A00133359,C05312,2026-03-04 14:13:40,Wishlist,D003229,IP001284
A00133360,C00776,2026-05-25 05:48:25,Login,D005217,IP004718
A00133361,C06999,2026-07-05 09:15:01,Login,D000701,IP005258
A00133362,C03002,2025-11-21 11:38:04,Product View,D005072,IP006903
A00133363,C05977,2026-03-19 13:04:36,Login,D000727,IP003719
A00133364,C01865,2026-05-26 01:35:46,Product View,D002289,IP005003
A00133365,C05455,2026-02-25 22:08:48,Checkout,D009847,IP001666
A00133366,C04376,2025-06-14 06:53:06,Login,D001578,IP005966
A00133367,C00394,2026-04-22 22:46:35,Login,D005554,IP000928
A00133368,C03397,2026-01-23 22:13:47,Login,D009659,IP000501
A00133369,C06176,2025-11-26 05:59:46,Checkout,D001747,IP006880
A00133370,C06817,2026-02-08 11:51:36,Search,D000618,IP001655
A00133371,C07907,2026-02-17 16:39:08,Wishlist,D002784,IP003881
A00133372,C06212,2025-06-26 13:28:44,Product View,D000968,IP001760
A00133373,C07041,2025-04-07 14:04:14,Checkout,D008100,IP005829
A00133374,C06611,2025-05-02 07:49:34,Product View,D006295,IP004821
A00133375,C00579,2026-07-20 12:14:25,Login,D001091,IP000895
A00133376,C01979,2025-06-07 13:11:47,Search,D006208,IP006528
A00133377,C02081,2025-10-13 23:40:05,Checkout,D003884,IP006192
A00133378,C02176,2026-02-18 12:26:02,Add to Cart,D004445,IP006992
A00133379,C01116,2025-10-11 08:15:04,Product View,D008260,IP002052
A00133380,C05933,2026-06-24 13:42:36,Login,D000945,IP001227
A00133381,C04574,2025-11-25 00:18:05,Product View,D004255,IP003596
A00133382,C05802,2025-05-27 23:20:22,Checkout,D007966,IP002968
A00133383,C01645,2025-06-03 11:47:37,Product View,D006784,IP003188
A00133384,C04171,2026-08-31 07:57:53,Checkout,D000734,IP006743
A00133385,C00268,2026-03-12 06:34:39,Search,D001843,IP004570
A00133386,C05763,2025-12-08 13:20:32,Product View,D003214,IP003781
A00133387,C06772,2026-04-13 20:20:04,Login,D000459,IP003085
A00133388,C07150,2026-05-07 16:56:29,Login,D002145,IP001644
A00133389,C05358,2026-01-26 10:22:35,Checkout,D003062,IP002100
A00133390,C01388,2025-07-15 18:04:23,Product View,D008246,IP005220
A00133391,C00455,2025-10-04 19:47:01,Add to Cart,D007891,IP004306
A00133392,C02043,2025-03-04 23:10:15,Search,D009567,IP004900
A00133393,C05457,2026-02-05 05:34:59,Login,D008571,IP001827
A00133394,C04230,2025-09-02 21:25:24,Product View,D000407,IP003044
A00133395,C00527,2025-06-01 22:06:32,Login,D007015,IP000504
A00133396,C04546,2025-02-12 13:09:08,Product View,D002809,IP003505
A00133397,C07778,2026-08-03 22:31:45,Checkout,D007991,IP004290
A00133398,C05478,2026-03-04 10:42:23,Search,D001990,IP006052
A00133399,C06168,2026-02-25 04:18:40,Login,D006268,IP004018
A00133400,C01940,2026-08-24 12:59:24,Product View,D004086,IP004272
A00133401,C05774,2025-12-24 05:47:38,Login,D006653,IP005960
A00133402,C03221,2025-01-05 15:05:07,Search,D005874,IP001573
A00133403,C04315,2025-08-11 23:41:49,Checkout,D006390,IP001718
A00133404,C06953,2025-01-31 08:05:25,Login,D005874,IP001713
A00133405,C01478,2025-08-29 02:34:08,Product View,D006418,IP005596
A00133406,C01215,2025-07-15 07:16:34,Login,D007035,IP005045
A00133407,C04840,2026-04-13 03:09:07,Login,D003166,IP003309
A00133408,C07555,2025-08-02 09:29:36,Product View,D005826,IP006291
A00133409,C00346,2025-06-09 02:23:50,Wishlist,D001631,IP004244
A00133410,C03632,2025-10-14 11:55:05,Checkout,D008657,IP003584
A00133411,C03502,2025-04-10 16:25:21,Checkout,D004099,IP005671
A00133412,C00183,2025-03-31 03:55:27,Checkout,D007129,IP004247
A00133413,C04841,2025-03-22 00:53:43,Checkout,D000706,IP005833
A00133414,C04715,2026-05-01 00:37:14,Login,D000036,IP002777
A00133415,C02831,2025-02-12 19:33:22,Add to Cart,D003595,IP006550
A00133416,C03228,2025-10-30 17:39:36,Wishlist,D009336,IP003375
A00133417,C01945,2025-10-01 01:34:05,Search,D002586,IP004111
A00133418,C03889,2026-04-02 22:25:18,Search,D002189,IP005333
A00133419,C01649,2025-01-05 19:23:18,Wishlist,D004319,IP002942
A00133420,C01393,2026-08-31 16:42:40,Add to Cart,D003860,IP001624
A00133421,C00815,2025-02-25 20:55:09,Search,D004021,IP002427
A00133422,C02663,2026-05-17 23:09:53,Add to Cart,D003296,IP004444
A00133423,C04398,2025-01-04 15:55:01,Checkout,D000537,IP003873
A00133424,C05427,2025-10-26 06:21:03,Search,D006303,IP000533
A00133425,C06274,2025-07-11 17:51:34,Login,D009166,IP003519
A00133426,C04193,2025-10-18 07:13:37,Search,D006534,IP003626
A00133427,C05984,2026-01-18 15:21:20,Login,D006379,IP002918
A00133428,C01349,2026-06-30 09:27:10,Login,D008866,IP003008
A00133429,C00513,2025-05-14 14:39:01,Login,D003969,IP005978
A00133430,C03135,2025-07-03 20:04:48,Search,D005756,IP000986
A00133431,C02032,2025-03-31 04:10:02,Login,D003875,IP001395
A00133432,C07399,2025-06-11 05:19:31,Add to Cart,D008330,IP002888
A00133433,C01535,2026-08-15 03:18:57,Wishlist,D005651,IP000475
A00133434,C03289,2026-02-07 02:08:17,Checkout,D000393,IP006945
A00133435,C03072,2025-11-25 03:45:42,Search,D000511,IP006688
A00133436,C00174,2025-05-06 07:33:47,Login,D003740,IP002705
A00133437,C06029,2026-05-21 14:28:22,Login,D007001,IP004990
A00133438,C04597,2026-01-07 07:11:38,Product View,D003361,IP005864
A00133439,C04132,2025-11-06 09:32:23,Login,D006127,IP000788
A00133440,C05345,2026-04-26 03:26:58,Search,D008936,IP000736
A00133441,C02408,2026-02-15 09:41:50,Checkout,D008434,IP005068
A00133442,C05880,2025-12-21 17:30:32,Search,D009643,IP004819
A00133443,C03428,2025-07-08 03:07:07,Wishlist,D008557,IP004574
A00133444,C00918,2025-08-12 16:52:18,Product View,D005323,IP000865
A00133445,C05547,2025-08-18 01:17:06,Wishlist,D008228,IP005254
A00133446,C00159,2025-10-17 03:09:05,Login,D009703,IP002922
A00133447,C03847,2025-10-22 14:04:06,Login,D007312,IP002677
A00133448,C03609,2025-03-28 19:23:11,Login,D003619,IP003976
A00133449,C06142,2026-06-07 07:42:37,Search,D003390,IP001975
A00133450,C04780,2025-03-03 03:58:14,Login,D009571,IP005107
A00133451,C02563,2026-02-01 16:51:03,Search,D001341,IP000486
A00133452,C06742,2026-08-02 04:46:24,Add to Cart,D009915,IP004714
A00133453,C06729,2025-04-14 08:37:09,Checkout,D005753,IP002610
A00133454,C00994,2025-04-22 00:16:02,Search,D003256,IP002264
A00133455,C02103,2025-05-04 17:16:56,Checkout,D001857,IP006002
A00133456,C03794,2025-06-03 23:53:30,Checkout,D000833,IP003828
A00133457,C01416,2025-10-01 21:15:51,Login,D004472,IP001704
A00133458,C05646,2026-03-31 09:39:56,Wishlist,D000471,IP000079
A00133459,C00357,2025-12-01 02:14:01,Login,D009419,IP002709
A00133460,C03658,2026-06-04 20:20:59,Login,D006868,IP006540
A00133461,C03960,2026-04-02 14:41:04,Login,D001394,IP006972
A00133462,C07441,2026-06-18 06:59:20,Product View,D009855,IP003685
A00133463,C04247,2025-03-11 18:29:30,Login,D002050,IP002144
A00133464,C07193,2026-04-05 00:59:36,Login,D006262,IP003891
A00133465,C04717,2025-06-20 04:38:55,Search,D009429,IP005852
A00133466,C02719,2025-06-19 22:16:27,Add to Cart,D006750,IP002054
A00133467,C02791,2026-01-03 04:05:44,Product View,D006462,IP002834
A00133468,C06742,2025-03-01 23:10:23,Wishlist,D009915,IP004714
A00133469,C03749,2025-02-18 02:01:49,Checkout,D005749,IP006547
A00133470,C02700,2026-08-24 18:55:26,Product View,D008966,IP003212
A00133471,C07312,2025-01-18 07:29:10,Product View,D007666,IP002052
A00133472,C02686,2025-11-07 08:08:49,Search,D008583,IP000697
A00133473,C04509,2025-03-21 17:40:47,Login,D005435,IP004068
A00133474,C05780,2025-03-02 18:53:14,Add to Cart,D000987,IP003486
A00133475,C03929,2025-12-17 02:30:15,Add to Cart,D003134,IP003947
A00133476,C06311,2025-04-06 04:40:42,Product View,D007314,IP003774
A00133477,C03733,2026-08-28 23:40:15,Login,D007266,IP001460
A00133478,C03445,2025-05-20 23:39:23,Search,D005186,IP004696
A00133479,C00785,2025-07-19 23:40:31,Product View,D005224,IP000826
A00133480,C04477,2025-12-24 01:43:22,Checkout,D004002,IP005454
A00133481,C01271,2025-12-05 14:44:01,Search,D000994,IP004692
A00133482,C00527,2026-01-09 14:16:31,Product View,D007015,IP000504
A00133483,C03379,2025-07-27 20:23:11,Search,D009671,IP000196
A00133484,C05393,2025-07-20 05:00:25,Login,D000469,IP005867
A00133485,C00710,2026-08-18 05:11:21,Product View,D004918,IP006190
A00133486,C05113,2025-11-05 11:47:48,Login,D005937,IP003635
A00133487,C03483,2026-06-20 22:37:01,Product View,D007004,IP004475
A00133488,C00521,2025-04-26 07:36:41,Checkout,D002120,IP004625
A00133489,C05260,2026-07-02 09:11:59,Search,D009527,IP000449
A00133490,C00461,2026-06-01 19:55:23,Search,D007032,IP003262
A00133491,C05810,2026-01-24 19:13:17,Search,D006775,IP005423
A00133492,C03686,2025-12-22 16:41:51,Checkout,D006791,IP003846
A00133493,C05477,2025-05-07 03:33:57,Product View,D006550,IP002995
A00133494,C01126,2026-07-20 01:13:19,Product View,D009897,IP005151
A00133495,C04219,2025-09-12 15:03:04,Login,D002826,IP001999
A00133496,C05047,2025-06-30 00:11:51,Search,D002716,IP004752
A00133497,C01193,2025-11-26 09:29:43,Search,D004878,IP001631
A00133498,C05232,2026-08-09 02:59:12,Search,D006032,IP000996
A00133499,C00456,2025-02-24 20:37:42,Add to Cart,D006420,IP005728
A00133500,C01379,2025-12-17 02:03:50,Wishlist,D001305,IP000207
A00133501,C04293,2025-08-17 07:01:10,Add to Cart,D008398,IP006117
A00133502,C00799,2025-04-29 23:57:19,Add to Cart,D002891,IP006596
A00133503,C06767,2026-06-11 10:46:21,Product View,D003693,IP004858
A00133504,C00468,2026-03-24 18:38:34,Search,D005340,IP003187
A00133505,C02249,2026-05-20 18:27:01,Product View,D002062,IP003440
A00133506,C03163,2026-08-05 13:48:32,Product View,D005342,IP004024
A00133507,C07030,2025-08-30 23:49:38,Product View,D001076,IP002288
A00133508,C04565,2026-05-08 11:57:30,Login,D003730,IP004120
A00133509,C00543,2025-05-09 10:11:52,Product View,D004286,IP005237
A00133510,C06988,2025-02-01 21:17:22,Add to Cart,D009362,IP002588
A00133511,C03938,2026-04-02 16:29:30,Product View,D008949,IP002833
A00133512,C05995,2025-07-23 10:30:23,Search,D009294,IP001235
A00133513,C02124,2026-05-18 10:13:30,Product View,D001402,IP004450
A00133514,C04017,2025-11-11 18:41:26,Product View,D005080,IP005165
A00133515,C04785,2026-05-17 19:21:27,Login,D000902,IP001404
A00133516,C06121,2026-08-20 05:01:36,Search,D002994,IP003774
A00133517,C01267,2025-06-06 08:28:59,Search,D006352,IP006398
A00133518,C01277,2025-12-26 14:15:15,Product View,D005883,IP003050
A00133519,C06061,2025-07-07 01:16:18,Search,D005335,IP005294
A00133520,C05312,2025-08-14 23:34:57,Product View,D003229,IP001284
A00133521,C02846,2026-03-14 15:47:01,Add to Cart,D002576,IP000260
A00133522,C00246,2025-11-29 02:56:41,Login,D007100,IP000838
A00133523,C01701,2026-08-05 10:37:21,Search,D007398,IP002810
A00133524,C03325,2025-08-05 11:18:29,Login,D007909,IP005474
A00133525,C07460,2025-02-14 05:12:12,Add to Cart,D009115,IP005178
A00133526,C02583,2026-07-23 13:51:15,Login,D004838,IP005856
A00133527,C06523,2025-12-23 03:32:25,Checkout,D007890,IP002105
A00133528,C06070,2025-01-31 01:46:06,Add to Cart,D008901,IP006748
A00133529,C03452,2026-04-13 23:27:52,Search,D000609,IP003941
A00133530,C05731,2026-05-02 21:35:33,Product View,D009925,IP003202
A00133531,C02988,2025-12-01 06:47:35,Add to Cart,D001865,IP006715
A00133532,C04554,2026-01-04 00:17:07,Login,D001328,IP006385
A00133533,C03918,2025-06-15 04:24:08,Login,D002076,IP004718
A00133534,C01978,2026-05-02 10:58:31,Checkout,D009508,IP004899
A00133535,C03248,2026-06-20 01:47:14,Login,D001168,IP003429
A00133536,C00289,2025-01-21 16:43:00,Add to Cart,D007953,IP001338
A00133537,C03037,2025-10-07 07:22:49,Checkout,D005104,IP000090
A00133538,C05770,2026-05-25 07:53:07,Product View,D008110,IP002267
A00133539,C06718,2025-06-20 13:29:06,Checkout,D009073,IP002539
A00133540,C02629,2026-03-01 03:39:57,Product View,D002107,IP006172
A00133541,C06316,2025-05-27 08:34:07,Login,D009393,IP003936
A00133542,C02487,2025-02-09 01:35:52,Product View,D009089,IP002291
A00133543,C03357,2025-08-28 08:24:52,Checkout,D004242,IP006873
A00133544,C05812,2025-08-04 07:06:16,Product View,D007061,IP001694
A00133545,C05201,2026-04-26 09:10:38,Add to Cart,D002647,IP006336
A00133546,C05029,2025-06-14 22:15:40,Product View,D004889,IP002254
A00133547,C00857,2026-06-17 06:05:29,Product View,D003251,IP001329
A00133548,C01860,2026-06-23 01:45:30,Login,D008954,IP006473
A00133549,C06937,2026-05-01 11:18:05,Checkout,D004429,IP001513
A00133550,C00696,2025-02-23 19:59:21,Login,D004401,IP005042
A00133551,C00790,2026-07-21 06:15:06,Wishlist,D001322,IP003263
A00133552,C02033,2026-04-09 04:59:42,Search,D006288,IP000774
A00133553,C00596,2025-03-27 08:14:10,Product View,D004402,IP005401
A00133554,C06030,2025-12-29 20:04:13,Wishlist,D002209,IP002006
A00133555,C04013,2025-05-01 09:18:40,Product View,D006545,IP001994
A00133556,C02395,2025-09-15 13:05:08,Product View,D006601,IP006572
A00133557,C01175,2026-06-19 11:36:18,Product View,D009463,IP001445
A00133558,C01007,2026-02-19 18:16:59,Add to Cart,D001886,IP000748
A00133559,C03964,2025-03-26 15:57:55,Product View,D003490,IP005942
A00133560,C00021,2025-06-23 03:57:09,Login,D003445,IP006401
A00133561,C03794,2025-01-03 06:51:36,Login,D000833,IP003828
A00133562,C04930,2026-02-18 05:38:48,Checkout,D009444,IP003170
A00133563,C01107,2026-08-25 23:40:54,Product View,D002024,IP005400
A00133564,C04289,2025-11-18 10:51:19,Product View,D003090,IP001063
A00133565,C03949,2026-02-17 08:19:39,Product View,D003547,IP006884
A00133566,C05101,2026-07-29 02:19:25,Checkout,D007815,IP004801
A00133567,C07074,2026-06-29 21:39:34,Product View,D005802,IP002067
A00133568,C02486,2025-04-24 03:54:15,Add to Cart,D000579,IP002215
A00133569,C07877,2026-05-25 02:41:29,Checkout,D007851,IP003295
A00133570,C06964,2026-07-25 02:18:16,Checkout,D001126,IP002359
A00133571,C04400,2026-01-01 06:33:30,Product View,D007401,IP001772
A00133572,C00448,2025-06-25 15:07:54,Add to Cart,D005991,IP006547
A00133573,C06898,2026-01-27 23:12:21,Search,D005846,IP002736
A00133574,C03875,2025-04-11 11:03:50,Search,D000005,IP001669
A00133575,C01314,2026-02-07 09:08:25,Product View,D008125,IP002891
A00133576,C04190,2025-09-05 08:49:38,Checkout,D008089,IP003010
A00133577,C05105,2025-05-16 03:44:47,Product View,D004902,IP005573
A00133578,C04112,2026-08-10 04:04:13,Wishlist,D000591,IP004619
A00133579,C02904,2026-01-01 01:42:46,Product View,D007518,IP004224
A00133580,C06730,2026-02-21 00:31:47,Login,D007299,IP003071
A00133581,C07281,2026-04-27 14:56:17,Product View,D000741,IP001641
A00133582,C02107,2026-07-06 22:36:38,Login,D003967,IP006981
A00133583,C00340,2026-07-29 14:32:28,Product View,D007540,IP004287
A00133584,C00513,2026-01-27 04:28:50,Add to Cart,D003969,IP005978
A00133585,C06283,2026-02-11 22:15:11,Search,D002101,IP005784
A00133586,C00207,2025-08-23 23:27:01,Search,D009571,IP004475
A00133587,C05097,2025-10-25 08:43:14,Login,D007892,IP002291
A00133588,C02291,2026-08-05 22:34:57,Add to Cart,D006036,IP005328
A00133589,C02264,2025-06-20 14:10:14,Wishlist,D002492,IP003607
A00133590,C04026,2025-01-15 12:33:42,Login,D000846,IP004732
A00133591,C01136,2025-10-27 10:42:16,Login,D004787,IP004613
A00133592,C07076,2025-02-10 12:44:40,Search,D005157,IP002821
A00133593,C03099,2025-06-27 02:20:30,Wishlist,D002705,IP005504
A00133594,C00726,2025-09-05 18:24:50,Search,D005978,IP000553
A00133595,C03918,2025-06-18 23:26:38,Search,D002076,IP004718
A00133596,C01550,2026-02-20 12:05:39,Add to Cart,D001105,IP002714
