return_id,order_id,customer_id,return_date,return_reason,refund_amount
R0004911,O0044446,C06576,2025-12-28,Damaged,84.28
R0004912,O0027387,C04681,2025-02-25,Changed Mind,195.34
R0004913,O0031139,C02867,2026-08-17,Changed Mind,38.48
R0004914,O0041388,C03271,2026-03-31,Wrong Item,36.94
R0004915,O0034644,C04764,2026-05-20,Wrong Item,16.17
R0004916,O0035948,C06063,2025-05-16,Late Delivery,249.93
R0004917,O0049440,C07382,2026-04-09,Not as Expected,339.41
R0004918,O0052901,C00420,2026-07-25,Wrong Item,58.43
R0004919,O0021356,C00055,2026-01-01,Wrong Item,15.71
R0004920,O0027563,C05757,2025-06-19,Wrong Item,199.08
R0004921,O0030117,C03402,2026-06-04,Changed Mind,10.75
R0004922,O0008827,C00255,2026-01-20,Wrong Item,106.82
R0004923,O0034697,C07136,2025-08-05,Wrong Item,80.65
R0004924,O0040993,C07630,2025-11-27,Wrong Item,216.14
R0004925,O0029958,C04933,2025-05-03,Not as Expected,173.66
R0004926,O0046279,C07806,2026-03-27,Wrong Item,19.18
R0004927,O0052668,C05934,2025-06-11,Changed Mind,173.19
R0004928,O0019025,C02990,2026-05-20,Not as Expected,182.99
R0004929,O0055865,C03682,2025-10-28,Not as Expected,70.07
R0004930,O0035649,C00879,2025-03-16,Wrong Item,56.59
R0004931,O0054441,C01436,2026-09-15,Changed Mind,72.86
R0004932,O0008156,C00827,2026-01-01,Not as Expected,57.55
R0004933,O0011385,C05646,2026-05-25,Changed Mind,17.96
R0004934,O0054420,C04703,2026-06-27,Late Delivery,109.43
R0004935,O0018323,C04846,2026-07-01,Wrong Item,87.46
R0004936,O0051156,C04316,2025-11-20,Changed Mind,121.72
R0004937,O0033040,C02532,2026-06-03,Not as Expected,161.52
R0004938,O0057219,C05999,2025-01-07,Damaged,7.12
R0004939,O0016565,C06821,2026-07-09,Late Delivery,53.5
R0004940,O0008614,C03458,2026-08-07,Damaged,12.94
R0004941,O0015625,C02928,2025-07-25,Late Delivery,93.11
R0004942,O0023613,C04988,2025-09-16,Wrong Item,50.1
R0004943,O0036131,C05461,2025-06-13,Changed Mind,199.59
R0004944,O0017198,C02651,2026-01-17,Wrong Item,177.12
R0004945,O0043776,C06569,2025-05-01,Not as Expected,16.59
R0004946,O0049934,C07005,2025-08-17,Damaged,3.7
R0004947,O0031230,C00049,2026-01-01,Late Delivery,4.33
R0004948,O0022379,C02644,2025-11-24,Changed Mind,235.58
R0004949,O0016361,C05510,2025-05-03,Late Delivery,44.4
R0004950,O0000947,C06697,2025-06-06,Damaged,12.0
R0004951,O0059331,C00901,2025-07-22,Changed Mind,97.96
R0004952,O0042589,C04582,2025-06-19,Damaged,126.12
R0004953,O0006326,C06062,2026-08-17,Wrong Item,40.33
R0004954,O0029743,C01562,2026-03-07,Changed Mind,60.1
R0004955,O0051387,C03755,2026-05-24,Late Delivery,88.2
R0004956,O0037916,C07279,2025-04-26,Changed Mind,147.26
R0004957,O0020336,C03278,2025-03-12,Changed Mind,42.26
R0004958,O0050949,C02589,2025-06-16,Damaged,9.44
R0004959,O0059889,C00453,2026-05-12,Late Delivery,27.7
R0004960,O0013866,C05950,2026-08-27,Changed Mind,349.96
R0004961,O0013100,C07664,2026-01-07,Changed Mind,57.93
R0004962,O0002731,C00627,2026-03-17,Changed Mind,57.18
R0004963,O0045766,C07891,2025-05-03,Changed Mind,97.74
R0004964,O0008434,C05892,2025-02-26,Changed Mind,152.09
R0004965,O0054260,C06199,2025-11-19,Changed Mind,38.31
R0004966,O0006375,C03539,2025-07-16,Wrong Item,107.11
R0004967,O0037341,C00757,2025-11-22,Wrong Item,11.37
R0004968,O0015978,C02578,2025-03-22,Changed Mind,100.72
R0004969,O0014971,C05748,2025-05-22,Damaged,201.14
R0004970,O0050832,C07545,2025-09-19,Changed Mind,153.18
R0004971,O0042266,C05214,2025-12-11,Changed Mind,273.89
R0004972,O0003629,C02894,2026-01-24,Late Delivery,60.16
R0004973,O0045856,C05392,2025-06-27,Not as Expected,23.21
R0004974,O0058678,C03027,2025-12-05,Damaged,18.38
R0004975,O0055650,C01049,2025-11-26,Changed Mind,29.8
R0004976,O0013957,C03121,2025-04-04,Damaged,24.21
R0004977,O0030585,C07215,2025-05-12,Late Delivery,66.44
R0004978,O0026479,C00125,2025-07-05,Wrong Item,6.48
R0004979,O0031275,C07884,2025-03-22,Not as Expected,155.06
R0004980,O0048867,C02606,2025-09-06,Late Delivery,19.25
R0004981,O0039225,C00264,2026-07-15,Changed Mind,116.88
R0004982,O0048585,C06394,2026-05-02,Damaged,69.68
R0004983,O0009569,C02306,2026-09-10,Damaged,39.96
R0004984,O0036966,C04121,2026-05-27,Damaged,10.27
R0004985,O0049848,C05915,2026-07-15,Damaged,344.88
R0004986,O0006443,C06378,2026-04-22,Wrong Item,228.95
R0004987,O0015467,C02679,2026-02-08,Not as Expected,61.95
R0004988,O0025103,C00910,2025-06-24,Late Delivery,251.35
R0004989,O0057808,C00044,2025-06-29,Damaged,25.78
R0004990,O0046341,C00619,2026-04-29,Wrong Item,110.62
R0004991,O0056767,C04285,2026-05-01,Changed Mind,24.03
R0004992,O0058447,C06562,2026-05-12,Not as Expected,69.44
R0004993,O0029238,C07872,2026-03-26,Late Delivery,253.7
R0004994,O0020471,C00828,2026-04-16,Changed Mind,105.2
R0004995,O0017276,C04752,2025-01-26,Not as Expected,25.31
R0004996,O0049772,C01204,2026-06-11,Damaged,50.09
R0004997,O0047496,C00063,2025-08-07,Damaged,36.02
R0004998,O0039176,C06973,2026-09-20,Late Delivery,42.88
R0004999,O0040229,C07020,2025-02-22,Not as Expected,101.87
R0005000,O0003394,C00846,2025-04-15,Damaged,66.57
R0005001,O0050367,C00020,2025-11-06,Late Delivery,492.91
R0005002,O0033989,C02651,2026-01-13,Late Delivery,25.64
R0005003,O0058932,C02034,2025-05-01,Not as Expected,66.79
R0005004,O0056878,C05086,2025-11-02,Late Delivery,240.92
R0005005,O0041983,C01788,2026-06-20,Changed Mind,285.59
R0005006,O0017900,C04146,2025-02-09,Not as Expected,52.62
R0005007,O0049020,C04582,2025-03-21,Changed Mind,55.31
R0005008,O0053484,C00995,2026-01-26,Wrong Item,21.68
R0005009,O0004141,C06240,2025-11-05,Wrong Item,33.3
R0005010,O0056061,C06673,2026-03-22,Wrong Item,221.64
R0005011,O0024185,C00973,2025-06-30,Not as Expected,30.58
R0005012,O0033857,C00726,2025-03-01,Late Delivery,65.33
R0005013,O0047791,C05338,2026-06-21,Wrong Item,140.74
R0005014,O0046448,C06010,2025-11-28,Changed Mind,101.84
R0005015,O0008794,C00878,2025-08-10,Not as Expected,157.15
R0005016,O0039103,C04109,2025-08-15,Not as Expected,402.7
R0005017,O0023618,C06458,2025-06-14,Not as Expected,213.88
R0005018,O0021449,C02599,2025-12-02,Wrong Item,157.36
R0005019,O0004250,C06510,2025-07-06,Changed Mind,13.36
R0005020,O0058765,C03599,2026-08-31,Wrong Item,19.67
R0005021,O0051215,C02428,2026-06-01,Damaged,48.33
R0005022,O0037924,C01333,2025-10-28,Wrong Item,66.11
R0005023,O0031913,C00634,2025-11-01,Changed Mind,24.61
R0005024,O0044447,C04824,2025-10-13,Damaged,55.71
R0005025,O0018378,C05229,2025-04-17,Late Delivery,8.8
R0005026,O0014381,C04937,2026-02-01,Damaged,15.91
R0005027,O0045248,C02666,2025-08-06,Changed Mind,163.21
R0005028,O0054328,C05021,2025-04-25,Late Delivery,88.25
R0005029,O0035729,C04451,2025-02-12,Late Delivery,380.43
R0005030,O0018998,C02941,2026-04-19,Changed Mind,40.06
R0005031,O0035201,C00536,2025-12-03,Late Delivery,39.66
R0005032,O0039898,C05469,2025-07-08,Wrong Item,113.44
R0005033,O0048544,C01104,2026-02-28,Not as Expected,95.82
R0005034,O0042174,C01594,2026-02-06,Damaged,131.57
R0005035,O0044782,C06479,2026-03-25,Damaged,17.98
R0005036,O0036639,C05446,2025-03-05,Changed Mind,267.02
R0005037,O0012520,C07927,2026-09-04,Wrong Item,57.87
R0005038,O0006156,C00722,2025-08-16,Not as Expected,176.61
R0005039,O0026871,C04702,2026-06-18,Not as Expected,98.66
R0005040,O0000435,C03078,2025-12-17,Late Delivery,1891.21
R0005041,O0046497,C02583,2026-03-06,Late Delivery,33.06
R0005042,O0041965,C05489,2026-05-29,Late Delivery,9.41
R0005043,O0048288,C02876,2026-05-27,Late Delivery,139.63
R0005044,O0014256,C07102,2026-01-03,Wrong Item,52.72
R0005045,O0024362,C01808,2025-04-29,Changed Mind,52.8
R0005046,O0048130,C05653,2025-08-24,Not as Expected,23.01
R0005047,O0037514,C04194,2026-05-11,Damaged,198.9
R0005048,O0022418,C03423,2025-09-23,Damaged,75.76
R0005049,O0053673,C07329,2025-10-28,Not as Expected,581.67
R0005050,O0040094,C07627,2026-07-03,Damaged,222.07
R0005051,O0032729,C06873,2025-07-11,Not as Expected,40.67
R0005052,O0003016,C04254,2025-05-24,Not as Expected,84.93
R0005053,O0021691,C00743,2026-09-16,Damaged,13.55
R0005054,O0036087,C03167,2026-01-16,Wrong Item,82.84
R0005055,O0009264,C06029,2026-01-21,Changed Mind,55.67
R0005056,O0051656,C04232,2025-11-09,Wrong Item,69.45
R0005057,O0027293,C03736,2025-12-26,Wrong Item,100.34
R0005058,O0038564,C00836,2026-03-14,Wrong Item,89.49
R0005059,O0000194,C03025,2026-08-27,Changed Mind,12.96
R0005060,O0046513,C01514,2025-07-13,Changed Mind,186.62
R0005061,O0032886,C05061,2025-08-11,Not as Expected,105.85
R0005062,O0044505,C04627,2026-02-05,Not as Expected,268.46
R0005063,O0016531,C01778,2025-04-17,Not as Expected,325.1
R0005064,O0021548,C03500,2025-11-10,Not as Expected,139.35
R0005065,O0049504,C02003,2026-05-15,Damaged,273.57
R0005066,O0009067,C05213,2026-01-30,Not as Expected,133.24
R0005067,O0006379,C01839,2025-12-31,Late Delivery,73.02
R0005068,O0035199,C06892,2025-05-04,Not as Expected,94.49
R0005069,O0046302,C02343,2025-12-11,Late Delivery,49.73
R0005070,O0000447,C06712,2026-07-04,Late Delivery,35.38
R0005071,O0034780,C07338,2025-04-23,Damaged,19.33
R0005072,O0011879,C03744,2026-08-09,Late Delivery,1134.65
R0005073,O0024676,C02977,2025-05-27,Changed Mind,79.84
R0005074,O0028004,C06295,2026-01-18,Damaged,55.73
R0005075,O0012073,C02569,2025-02-08,Wrong Item,248.78
R0005076,O0013179,C04235,2026-01-18,Not as Expected,25.83
R0005077,O0023634,C02872,2026-02-28,Not as Expected,143.11
R0005078,O0017392,C01213,2026-02-13,Not as Expected,53.0
R0005079,O0047039,C04877,2026-05-08,Changed Mind,51.27
R0005080,O0019639,C06735,2026-01-01,Changed Mind,164.36
R0005081,O0039136,C00849,2025-05-29,Wrong Item,321.54
R0005082,O0049669,C01336,2026-08-09,Damaged,69.06
R0005083,O0026602,C01913,2025-03-16,Not as Expected,247.73
R0005084,O0045963,C06769,2025-01-11,Damaged,131.39
R0005085,O0027232,C03489,2026-04-21,Not as Expected,590.06
R0005086,O0058866,C07734,2026-04-15,Late Delivery,308.49
R0005087,O0025130,C01499,2026-06-25,Wrong Item,23.65
R0005088,O0038372,C06336,2025-05-31,Changed Mind,23.99
R0005089,O0008984,C02208,2026-03-07,Late Delivery,222.72
R0005090,O0042438,C03080,2026-02-01,Changed Mind,29.29
R0005091,O0035635,C06671,2026-02-18,Changed Mind,110.28
R0005092,O0007067,C01963,2026-01-28,Late Delivery,31.32
R0005093,O0029998,C01593,2025-08-30,Damaged,17.55
R0005094,O0009236,C07453,2025-02-06,Wrong Item,25.39
R0005095,O0013385,C07371,2026-04-16,Late Delivery,55.86
R0005096,O0056775,C01293,2025-12-04,Damaged,71.43
R0005097,O0016744,C00991,2025-08-29,Late Delivery,4.89
R0005098,O0016106,C01911,2025-03-10,Changed Mind,8.94
R0005099,O0046826,C05824,2025-01-19,Wrong Item,102.02
R0005100,O0037231,C02466,2026-03-23,Changed Mind,11.97
R0005101,O0008339,C01937,2026-07-28,Late Delivery,87.42
R0005102,O0019557,C04894,2025-10-13,Changed Mind,73.45
R0005103,O0054007,C05166,2025-09-15,Not as Expected,53.99
R0005104,O0058165,C04905,2025-08-22,Not as Expected,765.04
R0005105,O0052218,C06281,2025-11-03,Late Delivery,67.29
R0005106,O0034603,C01129,2025-04-18,Wrong Item,221.02
R0005107,O0025906,C04408,2026-01-01,Late Delivery,11.82
R0005108,O0019124,C02170,2025-12-13,Wrong Item,28.12
R0005109,O0002193,C04040,2025-11-30,Late Delivery,75.19
R0005110,O0033332,C00716,2026-04-19,Wrong Item,17.98
R0005111,O0048420,C05743,2025-03-08,Late Delivery,39.35
R0005112,O0001100,C02843,2026-07-24,Damaged,32.16
R0005113,O0043801,C04197,2025-01-05,Damaged,21.41
R0005114,O0003208,C05152,2026-02-03,Late Delivery,36.02
R0005115,O0052777,C03250,2026-02-12,Late Delivery,211.08
R0005116,O0037373,C02261,2025-10-06,Wrong Item,132.53
R0005117,O0007141,C05532,2026-02-19,Not as Expected,30.99
R0005118,O0054530,C00612,2026-06-07,Wrong Item,105.44
R0005119,O0025564,C03046,2025-11-23,Wrong Item,14.52
R0005120,O0048311,C05421,2026-04-07,Wrong Item,40.51
R0005121,O0018763,C01438,2026-05-06,Not as Expected,18.93
R0005122,O0013820,C06872,2026-01-04,Not as Expected,12.81
R0005123,O0042212,C06989,2026-03-10,Not as Expected,126.11
R0005124,O0047006,C00010,2026-02-13,Wrong Item,142.76
R0005125,O0032749,C04385,2025-06-15,Wrong Item,9.56
R0005126,O0023836,C03912,2026-09-02,Wrong Item,84.16
R0005127,O0003857,C05651,2025-09-25,Wrong Item,79.09
R0005128,O0031046,C02062,2026-05-09,Damaged,19.85
R0005129,O0031255,C04775,2025-11-19,Late Delivery,78.33
R0005130,O0037510,C01235,2026-05-20,Late Delivery,51.24
R0005131,O0043374,C06628,2026-04-11,Wrong Item,21.97
R0005132,O0024893,C06945,2025-11-13,Not as Expected,143.17
R0005133,O0011312,C06121,2025-09-19,Changed Mind,657.54
R0005134,O0022068,C01524,2025-10-12,Damaged,54.72
R0005135,O0019481,C06374,2025-10-11,Not as Expected,112.43
R0005136,O0009293,C02672,2025-05-30,Wrong Item,44.5
R0005137,O0015095,C06661,2025-07-29,Late Delivery,10.85
R0005138,O0023061,C06590,2026-02-16,Wrong Item,93.33
R0005139,O0014353,C05461,2025-02-12,Not as Expected,62.27
R0005140,O0008542,C07803,2026-02-14,Not as Expected,77.43
R0005141,O0026716,C04291,2025-04-25,Changed Mind,55.78
R0005142,O0027554,C00663,2026-06-07,Late Delivery,50.47
R0005143,O0015744,C04916,2026-04-06,Damaged,30.43
R0005144,O0038870,C07659,2026-02-07,Damaged,30.65
R0005145,O0018238,C04618,2025-11-11,Late Delivery,51.46
R0005146,O0007829,C07282,2026-03-19,Not as Expected,177.49
R0005147,O0000962,C02818,2026-07-20,Late Delivery,268.0
R0005148,O0051058,C01311,2026-04-13,Wrong Item,72.76
R0005149,O0049887,C07427,2025-03-09,Not as Expected,66.67
R0005150,O0049329,C01926,2025-12-21,Late Delivery,12.4
R0005151,O0018706,C02308,2026-07-25,Damaged,49.04
R0005152,O0057045,C07735,2025-12-23,Late Delivery,236.51
R0005153,O0029230,C02920,2025-08-10,Late Delivery,258.72
R0005154,O0001346,C05082,2025-02-06,Not as Expected,19.19
R0005155,O0039549,C06348,2025-10-01,Damaged,46.98
R0005156,O0042146,C05573,2025-10-20,Damaged,96.92
R0005157,O0001486,C00290,2026-05-11,Wrong Item,74.38
R0005158,O0038459,C04680,2025-07-03,Not as Expected,228.42
R0005159,O0049136,C06336,2025-01-12,Not as Expected,108.14
R0005160,O0006116,C02422,2025-04-23,Damaged,37.77
R0005161,O0040555,C00315,2025-11-23,Damaged,21.46
R0005162,O0012956,C05861,2025-02-10,Not as Expected,48.9
R0005163,O0014752,C05812,2025-02-08,Not as Expected,89.29
R0005164,O0052131,C03227,2026-08-16,Changed Mind,438.27
R0005165,O0048141,C05522,2026-03-25,Not as Expected,49.06
R0005166,O0009295,C05940,2026-08-22,Late Delivery,6.02
R0005167,O0040683,C04951,2026-04-29,Wrong Item,119.57
R0005168,O0015214,C00505,2025-08-04,Wrong Item,483.09
R0005169,O0057054,C01564,2026-02-04,Damaged,474.99
R0005170,O0036653,C07254,2026-03-15,Late Delivery,6.45
R0005171,O0012335,C07470,2025-01-30,Late Delivery,98.22
R0005172,O0059540,C05869,2025-08-13,Wrong Item,73.4
R0005173,O0004590,C01755,2025-08-09,Late Delivery,108.37
R0005174,O0041509,C07991,2025-02-15,Wrong Item,13.11
R0005175,O0058010,C07220,2026-07-29,Changed Mind,145.41
R0005176,O0000599,C02827,2026-04-11,Changed Mind,36.07
R0005177,O0024462,C03855,2025-09-28,Damaged,34.04
R0005178,O0020113,C00738,2025-12-29,Changed Mind,33.07
R0005179,O0058406,C02098,2026-05-01,Damaged,69.16
R0005180,O0035392,C07969,2026-04-22,Damaged,101.7
R0005181,O0018814,C00313,2026-06-22,Changed Mind,104.37
R0005182,O0013761,C04562,2026-08-17,Damaged,164.25
R0005183,O0050363,C03382,2025-07-05,Changed Mind,48.92
R0005184,O0034892,C05564,2025-10-29,Wrong Item,183.12
R0005185,O0021558,C07557,2025-02-11,Wrong Item,118.69
R0005186,O0043576,C00232,2026-04-05,Late Delivery,132.48
R0005187,O0057614,C03656,2025-12-20,Not as Expected,38.87
R0005188,O0025706,C06547,2026-08-02,Not as Expected,102.84
R0005189,O0010134,C03382,2025-04-10,Wrong Item,149.04
R0005190,O0058483,C07099,2025-09-07,Wrong Item,140.78
R0005191,O0053491,C02217,2025-12-13,Late Delivery,28.3
R0005192,O0057818,C03742,2025-11-24,Damaged,52.52
R0005193,O0013602,C02443,2025-03-27,Changed Mind,31.7
R0005194,O0015749,C03053,2026-07-25,Late Delivery,592.33
R0005195,O0053192,C03993,2026-03-08,Damaged,84.31
R0005196,O0037221,C00784,2025-08-03,Not as Expected,77.22
R0005197,O0020789,C00994,2026-05-21,Damaged,464.33
R0005198,O0016520,C05955,2025-11-12,Wrong Item,40.06
R0005199,O0009011,C07666,2025-05-11,Wrong Item,79.02
R0005200,O0015230,C01667,2025-07-01,Changed Mind,172.6
R0005201,O0056422,C00930,2025-09-09,Changed Mind,29.87
R0005202,O0019474,C07161,2025-07-16,Changed Mind,31.57
R0005203,O0001679,C05277,2026-02-02,Damaged,1657.07
R0005204,O0016219,C04988,2026-04-18,Changed Mind,59.55
R0005205,O0018521,C03895,2025-12-07,Damaged,11.23
R0005206,O0026492,C02180,2025-09-07,Damaged,16.13
R0005207,O0009609,C00214,2025-11-03,Damaged,96.11
R0005208,O0000756,C02952,2026-04-25,Changed Mind,11.08
R0005209,O0008370,C06486,2026-04-20,Late Delivery,165.89
R0005210,O0027690,C02676,2025-05-08,Damaged,181.56
R0005211,O0046236,C05574,2026-09-10,Not as Expected,200.88
R0005212,O0014816,C03522,2026-04-05,Wrong Item,630.79
R0005213,O0008862,C06577,2025-11-21,Damaged,3010.15
R0005214,O0045197,C05320,2026-04-09,Late Delivery,87.87
R0005215,O0054790,C04139,2025-11-05,Wrong Item,45.62
R0005216,O0027942,C02397,2025-01-17,Damaged,85.64
R0005217,O0030587,C01003,2025-09-20,Late Delivery,21.97
R0005218,O0049018,C03169,2026-05-16,Late Delivery,62.27
R0005219,O0006103,C05028,2025-05-12,Damaged,49.28
R0005220,O0058942,C07806,2026-06-14,Late Delivery,383.34
R0005221,O0010930,C03816,2026-01-01,Late Delivery,91.61
R0005222,O0059580,C05778,2026-04-16,Not as Expected,92.36
R0005223,O0018404,C06225,2025-07-17,Not as Expected,59.54
R0005224,O0041276,C05666,2025-08-14,Not as Expected,23.18
R0005225,O0035314,C07211,2025-02-21,Late Delivery,158.93
R0005226,O0019283,C06641,2025-04-25,Late Delivery,35.64
R0005227,O0021985,C00318,2025-11-29,Not as Expected,25.99
R0005228,O0031851,C01839,2026-08-27,Damaged,59.57
R0005229,O0031933,C06078,2026-04-14,Not as Expected,117.62
R0005230,O0057760,C04666,2026-01-28,Not as Expected,81.89
R0005231,O0031750,C05833,2026-05-08,Not as Expected,89.73
R0005232,O0043227,C03231,2025-12-20,Late Delivery,62.34
R0005233,O0000674,C01615,2025-07-23,Not as Expected,24.38
R0005234,O0034612,C03762,2025-06-20,Not as Expected,64.57
R0005235,O0005100,C04735,2025-10-23,Wrong Item,48.59
R0005236,O0002024,C04707,2025-01-26,Changed Mind,13.34
R0005237,O0021460,C00179,2025-12-22,Changed Mind,10.93
R0005238,O0056690,C06381,2025-09-04,Wrong Item,173.94
R0005239,O0007821,C06191,2025-03-25,Damaged,101.27
R0005240,O0002329,C03476,2025-09-28,Changed Mind,26.11
R0005241,O0051475,C05534,2026-07-05,Late Delivery,146.74
R0005242,O0011110,C01777,2025-03-24,Not as Expected,116.16
R0005243,O0005742,C04443,2026-02-07,Wrong Item,259.46
R0005244,O0012342,C06294,2026-03-07,Not as Expected,52.11
R0005245,O0055116,C02515,2025-12-25,Late Delivery,54.23
R0005246,O0005026,C03779,2025-03-21,Wrong Item,5.0
R0005247,O0046757,C06666,2025-11-01,Late Delivery,328.6
R0005248,O0032536,C07401,2026-02-24,Changed Mind,42.28
R0005249,O0006600,C06899,2025-11-07,Damaged,165.9
R0005250,O0023506,C04086,2026-04-06,Changed Mind,234.81
R0005251,O0037347,C07783,2025-07-26,Damaged,140.85
R0005252,O0018974,C03776,2026-05-04,Changed Mind,23.84
R0005253,O0050426,C04908,2025-05-21,Damaged,50.51
R0005254,O0033182,C07826,2025-04-21,Not as Expected,100.73
R0005255,O0000418,C03444,2026-04-22,Late Delivery,106.84
R0005256,O0009560,C00479,2026-03-18,Damaged,26.0
R0005257,O0053037,C01819,2026-05-02,Not as Expected,388.9
R0005258,O0009056,C02950,2025-04-05,Late Delivery,206.57
R0005259,O0035829,C03449,2026-05-18,Changed Mind,89.81
R0005260,O0017479,C00459,2025-07-14,Late Delivery,13.21
R0005261,O0035113,C02030,2025-03-13,Not as Expected,65.28
R0005262,O0031770,C05277,2025-01-21,Changed Mind,194.29
R0005263,O0053086,C01904,2025-02-24,Not as Expected,3.94
R0005264,O0003606,C02319,2026-07-16,Not as Expected,17.56
R0005265,O0022159,C04958,2026-04-23,Not as Expected,119.88
R0005266,O0055748,C05424,2025-11-26,Wrong Item,233.36
R0005267,O0026372,C00438,2025-02-21,Damaged,147.26
R0005268,O0028025,C06330,2026-07-01,Late Delivery,54.37
R0005269,O0004440,C03164,2025-09-19,Changed Mind,391.98
R0005270,O0014484,C07862,2025-06-04,Late Delivery,82.82
R0005271,O0021531,C06316,2026-02-08,Late Delivery,63.67
R0005272,O0004236,C00110,2026-07-29,Changed Mind,54.7
R0005273,O0011448,C05744,2026-03-23,Changed Mind,190.04
R0005274,O0043296,C04314,2026-07-10,Damaged,14.43
R0005275,O0024314,C00357,2025-10-23,Changed Mind,51.43
R0005276,O0002239,C05099,2025-11-14,Damaged,96.3
R0005277,O0055027,C00399,2026-08-19,Not as Expected,113.89
R0005278,O0036408,C00266,2025-09-04,Not as Expected,31.24
R0005279,O0035784,C04280,2026-05-30,Changed Mind,162.68
R0005280,O0022364,C00047,2026-01-04,Late Delivery,90.69
R0005281,O0055918,C05811,2026-08-06,Wrong Item,36.54
R0005282,O0014369,C06149,2025-05-02,Damaged,184.32
R0005283,O0043206,C00038,2026-06-28,Changed Mind,21.13
R0005284,O0052586,C02726,2026-08-31,Late Delivery,37.97
R0005285,O0053448,C03757,2025-02-25,Late Delivery,19.36
R0005286,O0002204,C03113,2025-09-20,Late Delivery,24.46
R0005287,O0003369,C02583,2026-07-02,Late Delivery,25.51
R0005288,O0007178,C06149,2025-05-25,Wrong Item,71.58
R0005289,O0046427,C07410,2025-11-04,Damaged,21.29
R0005290,O0017823,C06869,2026-05-24,Damaged,36.71
R0005291,O0059366,C03512,2026-08-11,Changed Mind,1677.55
R0005292,O0024838,C02757,2026-01-19,Damaged,37.84
R0005293,O0008990,C04202,2025-09-22,Changed Mind,12.83
R0005294,O0035928,C04356,2025-09-19,Late Delivery,267.29
R0005295,O0015527,C01277,2026-06-06,Wrong Item,52.85
R0005296,O0027449,C01565,2025-03-24,Wrong Item,61.31
R0005297,O0005219,C01038,2025-05-17,Damaged,56.97
R0005298,O0037406,C00247,2025-08-19,Damaged,204.91
R0005299,O0033101,C03159,2025-08-13,Changed Mind,6.29
R0005300,O0029801,C07185,2025-08-07,Damaged,221.13
R0005301,O0010340,C04832,2025-06-29,Changed Mind,88.68
R0005302,O0028419,C01421,2025-05-24,Changed Mind,178.1
R0005303,O0051594,C06054,2025-09-23,Late Delivery,46.25
R0005304,O0033224,C01907,2026-08-17,Changed Mind,96.48
R0005305,O0046799,C01743,2025-09-13,Late Delivery,261.13
R0005306,O0012104,C00708,2026-02-13,Late Delivery,79.48
R0005307,O0048200,C04793,2026-08-15,Wrong Item,24.61
R0005308,O0003669,C05117,2026-01-10,Changed Mind,80.29
R0005309,O0052494,C05401,2025-11-17,Wrong Item,13.15
R0005310,O0043711,C02082,2025-06-11,Not as Expected,371.67
R0005311,O0038039,C03085,2026-01-26,Wrong Item,19.58
R0005312,O0051950,C05670,2025-11-22,Changed Mind,199.95
R0005313,O0003185,C07949,2025-08-26,Changed Mind,52.43
R0005314,O0031879,C06826,2026-03-15,Damaged,176.93
R0005315,O0026460,C04467,2026-08-05,Wrong Item,68.38
R0005316,O0025734,C00884,2025-03-18,Damaged,22.24
R0005317,O0008947,C04219,2025-12-10,Not as Expected,337.25
R0005318,O0001659,C01054,2026-06-21,Wrong Item,100.33
R0005319,O0050059,C00748,2025-07-22,Not as Expected,45.08
R0005320,O0018855,C05647,2025-06-07,Not as Expected,660.41
R0005321,O0049644,C01564,2026-08-27,Late Delivery,59.2
R0005322,O0021272,C01512,2026-05-16,Late Delivery,335.02
R0005323,O0035630,C07285,2025-06-29,Damaged,152.41
R0005324,O0047814,C01998,2026-01-16,Damaged,61.16
R0005325,O0052344,C03797,2026-04-30,Not as Expected,217.11
R0005326,O0012968,C01721,2025-09-21,Changed Mind,148.14
R0005327,O0025591,C07885,2026-04-12,Wrong Item,108.82
R0005328,O0057275,C07674,2026-09-13,Late Delivery,18.39
R0005329,O0016123,C00612,2025-11-03,Changed Mind,31.05
R0005330,O0015967,C02717,2026-04-08,Changed Mind,6.48
R0005331,O0029873,C02413,2025-09-10,Late Delivery,50.26
R0005332,O0056626,C00926,2026-09-14,Wrong Item,68.85
R0005333,O0059598,C06404,2026-03-01,Damaged,18.25
R0005334,O0045428,C07269,2025-10-11,Not as Expected,50.92
R0005335,O0029379,C06302,2025-02-02,Late Delivery,29.34
R0005336,O0042745,C00149,2025-09-04,Late Delivery,25.21
R0005337,O0015725,C05804,2025-06-13,Damaged,117.26
R0005338,O0046831,C01359,2026-03-24,Wrong Item,56.92
R0005339,O0052743,C01867,2025-04-14,Changed Mind,238.07
R0005340,O0023933,C03923,2025-12-22,Wrong Item,22.08
R0005341,O0045531,C04703,2025-06-26,Damaged,72.31
R0005342,O0030806,C05894,2025-11-25,Damaged,160.18
R0005343,O0057619,C05357,2026-02-02,Late Delivery,91.27
R0005344,O0053417,C02717,2025-12-08,Wrong Item,34.69
R0005345,O0017075,C06883,2025-04-07,Damaged,41.3
R0005346,O0045642,C02911,2025-11-22,Wrong Item,28.43
R0005347,O0016940,C05667,2025-03-30,Damaged,239.45
R0005348,O0024085,C04439,2026-05-16,Changed Mind,87.1
R0005349,O0012939,C02876,2025-09-19,Late Delivery,84.11
R0005350,O0009496,C03372,2025-03-17,Changed Mind,27.01
R0005351,O0057906,C06005,2025-04-02,Not as Expected,126.01
